"结果来源","接收时间","状态","来源设备","源IP归属地","源IP","源端口","目的IP归属地","目的IP","目的端口","协议","动作","原始日志"
"当前日志","2026-05-16T01:41:34.031203101Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","64584","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:64584, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031202139Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","53955","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:53955, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031201121Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","16733","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:16733, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031199869Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","10475","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:10475, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031170866Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","9115","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:9115, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031169918Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","57806","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:57806, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031168950Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","55408","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:55408, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031168026Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","3434","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:3434, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031167095Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","60056","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:60056, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031166185Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","53807","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:53807, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031165258Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","62047","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:62047, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031164345Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","44498","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:44498, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031163413Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","20015","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:20015, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031162517Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","50025","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:50025, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031161587Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","51263","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:51263, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031160677Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","50227","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:50227, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031159735Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","47153","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:47153, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031158832Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","5552","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:5552, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031157769Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","20689","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:20689, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031133672Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","21865","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:21865, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031132757Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","1104","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:1104, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031131795Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","36028","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:36028, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031130867Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","29447","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:29447, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031129884Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","9842","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:9842, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031128944Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","29595","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:29595, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031128012Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","38471","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:38471, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031127091Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","41499","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:41499, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031126142Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","3405","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:3405, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031125221Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","65247","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:65247, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031124303Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","40709","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:40709, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031123388Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","44710","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:44710, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031122479Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","54552","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:54552, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031121559Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","45011","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:45011, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031120648Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","35013","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:35013, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031119666Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","59686","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:59686, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031113348Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","53581","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:53581, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031112412Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","16210","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:16210, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031111487Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","16107","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:16107, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031110567Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","56190","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:56190, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031109639Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","57887","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:57887, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031108684Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","22967","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:22967, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031107662Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","35106","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:35106, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031083092Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","59176","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:59176, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031082179Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","58023","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:58023, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031081205Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","4768","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:4768, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031080276Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","1456","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:1456, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031079332Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","47151","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:47151, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031073966Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","65351","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:65351, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.031073046Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","49980","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:49980, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
